date,AAPL,AMZN,AVGO,BRK.B,GOOGL,JPM,LLY,META,MSFT,NVDA,ORCL,TSLA,V,WMT,XOM
2012-05-21,0.05662615897369916,0.01972468801084304,0.02921592993870825,0.011215541922819483,0.022577965436294534,-0.029699152490300307,0.00468731584736215,-0.11642514152944194,0.016266031287846427,0.01723473107127349,0.02506396866321392,0.04296773141800059,0.031288054237227136,0.009723516475971028,0.006972078881629873
2012-05-22,-0.007708511231074411,-0.012827787565244275,0.01157941532572393,-0.0018814680997056854,-0.02191196474567514,0.04510686470328862,0.009065356704672567,-0.09325528402766681,3.3607797325219124e-4,-0.012280137946589997,0.003800840759659252,0.06785678437295417,0.018499312776584453,0.01088596377657769,-0.0010976280143424333
2012-05-23,0.024106956162087467,0.009015109251814923,0.06948310414413117,0.0012547053088960425,0.014311218754236243,0.007323893876872489,-0.008081346785173249,0.031748698314579826,-0.022083452207360743,0.024411301679678754,0.012066511413115766,0.007442195811982133,0.006566785679170017,0.013249356003927293,0.0010976280143424333
2012-05-24,-0.0092263921748299,-0.00943315974911263,-0.030594541298068934,6.267627908096429e-4,-0.009562193672148389,-0.008500710723481575,0.01197619104671599,0.03168033660297187,-0.0013750431867460833,-0.026885529746031978,-0.021212916639192336,-0.022824596974223454,0.005022191856698832,0.0075588481767603355,0.006923805370234515
2012-05-25,-0.005374211460947187,-0.010978084233571828,0.01949498231605895,-0.006916091698372817,-0.02029872488745621,-0.01393234334147353,-0.0012155100560620191,-0.03449679911254577,-3.440564286472103e-4,0.023664915045991997,7.654037878452868e-4,-0.0169636530841909,-0.003345323852466997,0.003681550407673928,-0.006436357151955008
2012-05-29,0.01759317694266871,0.008698960476717588,0.03846628082779491,0.007166686863197214,0.004739145537475231,0.0038730869211582863,0.004611099057197698,-0.10115612787340345,0.017059437937865685,0.02547908530098497,0.012167450490732978,0.06115726601285243,0.0075944450133795804,0.005649301229606607,-0.0018291572687361146
2012-05-30,0.011985136168290556,-0.026040435513205118,-0.04118490506678896,-0.012480464548771053,-0.010333518302566347,-0.02012382071090668,-0.0075343654507387114,-0.022796007290726283,-0.007470323365167175,-0.011862535309822286,-0.011020442144754838,-0.041229672013559315,-0.023469134540846426,-0.0036607728496820258,-0.026467040833534572
2012-05-31,-0.0024894126435492936,0.01743541585384145,0.0012091899901395253,0.006700827904801088,-0.012608263919434926,0.005748011590600122,-9.763242171691999e-4,0.048807056203991284,-0.005125587848811897,-0.01120011707953572,0.011398299696954606,-0.03038123834349582,-0.019683475317690657,0.005790051220702974,-0.01464487731676467
2012-06-01,-0.029403551454530774,-0.02227432815839414,-0.06619144739429217,-0.004293477993373429,-0.017155581187163094,-0.037496709905181724,-0.019480334915604303,-0.06562018700831018,-0.025678024293681823,-0.03687431283531639,-0.01791547821752859,-0.046842908760074575,-0.025941221639426804,-0.00411053330548361,-0.009070646669143922
2012-06-04,0.005865223695840527,0.030040812410383033,-0.01463202824193588,2.5306845636841047e-4,0.013239926522675916,-0.029558802241544946,-2.4903499070161317e-4,-0.030027887713909962,0.0035087755296761003,-0.021088930021919694,0.007662872745570315,-0.009637768693376292,0.01687244654621667,0.006690005185623793,-0.0011556983629845696
2012-06-05,-0.002590675024089162,-0.006358429950076516,0.02841650680376806,0.0010116338748442644,-0.014238708792330801,0.031436149476279596,0.011638115759467382,-0.03908094596949674,-0.0015774256184726276,0.028159036411610217,0.019091403024682485,0.0010754616559077723,-0.003070581874781375,-0.007453072754126655,-0.002959533782123547
2012-06-06,0.015216860810636668,0.020564726110811282,0.04847174353308126,0.01952502577155446,0.017654979066841214,0.03320317303227682,0.009555383251729666,0.03572961160957222,0.029213035790559783,0.026580996564059545,0.03042550536278199,0.04586835877432072,0.021986547188816097,0.006543430484003299,0.032706680025187396
2012-06-07,4.5487150664547116e-4,0.005315748930101449,-6.067961351194917e-4,-2.479236407895158e-4,-0.0040386661729536755,-0.00789318002069228,0.0063199043605211,-0.018825857195668316,-0.004096967150951425,-0.041191984938361514,-0.012794910431516815,-0.009974287334507892,0.004031744684989569,-9.104704726086155e-4,0.0063405446460560455
2012-06-08,0.014930314493677876,-0.0014635933823767822,0.02665227378950563,0.008640962295082488,0.0038319513869442545,0.026170842401117334,0.006280213878172791,0.029584632833453917,0.014266546320579554,0.01915926993847572,-7.361060325021818e-4,0.03898138009359198,-0.0019709505501990243,0.03505467433789988,0.0018572406750054782
2012-06-11,-0.015892786896894773,-0.009103929722904969,-0.017889564750776077,-0.013363227812166478,-0.020802351593460333,-0.0258661037121799,-9.636232978866843e-4,-0.0035116938407986353,-0.025793555673990998,0.011484949866896521,-0.012970350442625733,-0.03243527575315397,-0.0019748428691044317,-0.010165833403747992,-0.007075940391935376
2012-06-12,0.008698511262866582,-3.6958329904202003e-4,0.02025084093645646,0.012133366631442932,-0.005998606554787234,0.028534748735528304,0.0036088094019914863,0.014520979349170293,0.01357759106990164,0.020186393970754724,0.00817240804048458,0.018374113381300905,0.006937632211230227,0.0028096136781843306,0.012257938416093683
2012-06-13,-0.006966727355467661,-0.007839539164461673,0.0035314927814681374,-0.008279318223160637,-0.007121386172781019,0.015572519774418314,-0.0016824904822225761,-0.0047558165365280125,-0.0054775898683030455,-0.02673306219706828,-3.7002775630323725e-4,0.003701838317902273,-0.01947833710482083,-0.009644707153288135,-0.0077831018626493
2012-06-14,-0.0011016972496435962,-0.0013048140161511235,-0.01718560814649228,0.0139241976130009,-0.003642405869640708,0.010152371464017484,0.005756792103928099,0.03672118845597838,0.007183201743494738,-0.012391732295162328,-0.004079367793236699,-0.012846694596862385,0.013743247556974314,0.008314821475202905,0.018432569055170323
2012-06-15,0.004538876217439647,0.01802266896868021,0.022559579467286373,0.010347648479916316,0.009719183631282657,0.01090711157348645,0.004295949327630666,0.05915555416032037,0.022912053490480755,0.02138239359135574,0.028934448454478456,0.017538392211032372,0.016263290038222245,0.0017727881729587835,0.013184345802693898
2012-06-18,0.020088440952742648,0.01954666436899144,0.020050068724315584,-0.0050995739460599765,0.011168379897672054,-0.011773287461334991,0.0011900513126481549,0.045462374076756795,-0.006014050869754595,0.008910549033048776,-0.021160950121096977,0.06253048833432717,0.01425600663603177,0.0054463960346771145,-0.001322671989860691
2012-06-19,0.0027787503283023263,0.0061340271582768224,-0.0017276134443786617,0.010052770421444812,0.018536083219304,0.02171513898357791,0.005929105475646512,0.01582446438708418,0.028412879257590617,0.0651683630680735,0.030503454293413945,0.007821094145580076,0.010354203086672786,-0.004561179098734769,0.01634978839301704
2012-06-20,-0.00284533044084867,-0.0045185179216225,0.016293057295148516,-0.006286287625968612,-0.006936803078294584,0.029794769723027414,-0.005929105475646512,-0.009793657344770779,0.0074639321038243445,0.016114270368782435,0.01877823114420707,0.05132445625789006,0.010166521934292128,0.010415996760163804,0.005783433057499288
2012-06-21,-0.013874940981791095,-0.011023680429047111,-0.022653298452468218,-0.015521240404398284,-0.021528414757399972,-0.02612711149966973,-0.006682602434369134,0.007566240383316103,-0.02603929976196806,-0.046803291724746066,-0.024157480263945263,-0.04821306606893716,-0.025696460758993567,-0.012039493537687296,-0.034238441294752064
2012-06-22,0.007639482906392825,0.007160069890375542,0.009237940984935022,0.008340536514001684,0.011032143491015223,0.013426775135942925,0.007395954028047935,0.03729820532151207,0.018575367658143715,0.012388853770351815,0.006808841929331955,0.04836107169341963,0.044764663933050564,-0.005925943267544476,0
2012-06-25,-0.019664688004191078,-0.00945216543710048,-0.017099387790914578,-0.017248179230315408,-0.019043483867330124,-0.01879174635518366,-0.01436462334414168,-0.03041241911628756,-0.027575428408882274,-0.031661820037196975,-0.013664362194055979,-0.020181565444983063,-0.029894192612260895,0.012991030059073871,-0.01065207500851395
2012-06-26,0.0022051304449148823,0.024862167321216155,0.005247825454660737,0.01063050802064236,0.00707319588636901,0.010981385870599603,0.002408479006255959,0.03192413520161086,0.0051766000210462515,0.011058564513058977,0.00757442755664961,-0.04636182533162858,0.0154648583876007,0.005849680325014539,0.014177700203241717
2012-06-27,0.004317400570399421,4.432329411452329e-5,0.014721004764207124,0.007960362897507345,0.008148336941038892,0.02952345756981689,0.00862280791812653,-0.026635586555672663,0.004984226965653704,0.03169960048714793,0.012143006350485042,0.011011594670550684,0.0022708849986035062,1.4580447645684558e-4,0.00966191091173707
2012-06-28,-0.009531793560912494,-0.01928773461245381,-0.017049972338022523,0.004381701265567806,-0.008803790068603767,-0.024774181985580235,0.004046179505664327,-0.027364500345138154,-0.00865518052911396,0.00758153745239909,0,-0.017358807347520377,-0.015676349767387965,-0.004236984934486543,-0.0012026459657610289
2012-06-29,0.025932679100325817,0.03131510606668764,0.04530043862387356,0.011951612052356175,0.027545040024792744,-0.0041893651552746825,0.01905715831509802,-0.008486160926354014,0.022480285520956045,0.04287426783066173,0.05288946392036964,-0.00382775586976436,0.017214375731320786,0.020577454075077828,0.029290052568560654
2012-07-02,0.014483644885625147,0.004238868409173868,-0.011486328835828119,0.0038327990387179156,6.893343027214449e-4,0.015275953211614901,0.0018626315047560738,-0.010474346562469705,-9.811938644914697e-4,-0.027509528618696377,0.0031935483902905126,-0.028855949268613124,0.023897241097143418,-0.005321073890979022,-0.0026914766701078285
2012-07-03,0.011561210379563924,9.153318716883518e-4,0.007019543072875667,0.0015528880860555816,0.012599670234437976,-0.0027601452797836323,0.003946609881743779,0.013845406822051931,0.0065231803391219145,0.026061302442329293,0.005856287129627269,0.0085162650314905,-0.002213789645423958,0.019986389762506107,0.010954543761100943
2012-07-05,0.017414753580479836,-0.010819440175482864,-0.004486827493590306,-0.006706611964093945,0.013668639417638406,-0.04270503723589414,-0.007208495346143096,0.008616616260879617,-0.0019524900442902116,-0.010196738020514573,-0.00837666147900995,0.018420297851319045,0.005289138045673436,0.00465346676310352,-0.008263067090993115
2012-07-06,-0.0066786450150733145,-0.008891699997445546,-0.03140423644219659,-0.008204679230359169,-0.01682077056627662,-0.014059985568297684,-0.004443932000584905,0.008227894518789913,-0.01691754234476317,-0.01921714718577805,-0.018336676754922454,-0.0077145994953303765,-0.01371459127373642,0.003931484985303602,-0.009039211632106081
2012-07-09,0.013133812344026552,0,-0.03512239420855989,0.010245373774458777,5.1194976082413746e-5,0.0017683470567435577,0.00677493538706031,0.01377173565583023,-0.006147730586232747,-0.013523872533326209,-0.0027453689171914597,0.016005463313274904,-0.01309623827506945,0.005589729478784111,-0.013654115365022701
2012-07-10,-0.0092955419348697,-0.02497036722371604,0.004196648845073203,-0.004085562039590762,-0.007382003361111167,0.008503203265085357,-0.0020976583848346664,-0.021999630174620144,-0.008704440630146859,-0.030724382931015537,-0.001719690879526059,-0.007010863643180043,-0.011141496944789164,0.004865513178130332,-0.006476395867899942
2012-07-11,-0.006234351898573909,-0.0051613607169493925,-0.009920418048991464,0.01244481778550277,-0.01823294704739009,0.009878058240845533,-0.00140088745768141,-0.016015717091204973,-0.014905425008986839,-0.01651630151569483,0.008227677541722489,0.007645784299433078,-0.012674023654355882,0.0020779947908269314,0.015165375131259484
2012-07-12,-0.009191225898989686,-0.013879825341913232,-0.01583467920911763,-0.006562094775777183,-0.0012437921492782777,-0.01602831924390502,9.341429917979482e-4,-0.0051796813765330185,-0.0231323969129984,-0.016793677365836146,-0.014125988551778157,0.037070122134023054,0.015613761195280684,6.91706467361275e-4,-0.0030860558616940814
2012-07-13,0.010084230754105139,0.013971408820317333,0.017344113457974042,0.011189260888921915,0.010531919494853437,0.05792519121027162,0.009756174945364737,-0.002925404329107817,0.02619936132080003,0.012422519998555703,0.026028866711276244,0.04631148680502506,0.011753874222969252,0.01195972740420359,0.015921086343427593
2012-07-16,0.0032016398606509178,-0.010957752367859896,-0.012445144688882803,-0.005936144701903956,-0.0027791305318696224,-0.02754530532032362,0.013546298293279246,-0.0839974575022433,0.0016998134298522594,0.003180917195026556,-0.0020304575503824474,0.04872064489518524,0.02436038308160038,-0.002736728582760861,-0.004926118336056273
2012-07-17,4.9429501179698576e-5,0.0042500179461497645,0.00912137670978952,0.014305380798702139,0.0031433186997782414,-0.0028538832155238225,0.0025054107172302054,-0.005502809661072305,0.0074450428491079634,-0.018025723400178606,0.013459153374004718,-0.07534943724178678,0.008458034602895292,0.0016429357474345707,0.007963503848794407
2012-07-18,-0.001121002425332751,0.0024861891259257973,0.022445952073417708,-0.002468121368083942,0.006963371232672877,-8.577555922646418e-4,0.012433753492341104,0.03566811664137903,0.026286657446121353,0.05427993744388937,0.01919953050709111,-0.036645321678004494,-0.003202502248888628,-0.0034258341145210203,0.0055833575311683425
2012-07-19,0.013207028061269277,0.03922601891082422,0.06446453201394042,-0.00412712100465118,0.0209579837022984,-0.014405319687551987,-0.002474413589582447,-0.0037859277710574624,0.007035944922038961,0.009525695956965174,0.011896172232491065,0.003725555380242107,-0.019194144019688775,-0.01828559052092249,0
